key_id,council,adress,full_adress,name,description,preservation_date,remark,lat_raw,lon_raw,lat_tidy,lon_tidy,lat_tidy_num,lon_tidy_num
1610,København Kommune,Hauser Plads 16,København KommuneHauser Plads 16, Hauser Plads 16, Forhuset (1831),1945,*,556827437,125761169,55.6827437,12.5761169,55.6827437,12.5761169
1611,København Kommune,Hauser Plads 18,København KommuneHauser Plads 18, Hauser Plads 18, Forhuset (1838-39),1945,*,556827337,125766381,55.6827337,12.5766381,55.6827337,12.5766381
1612,København Kommune,Hauser Plads 24 og Åbenrå 23,København KommuneHauser Plads 24 og Åbenrå 23, Hauser Plads 24 og Åbenrå 23," Den sammenbyggede forhusbebyggelsemod Hauser Plads og Åbenrå (forhus mod Hauser Plads 1733, ombygget 1807; forhus mod Åbenrå 1733)",1945,*,556831673,125758596,55.6831673,12.5758596,55.6831673,12.5758596
1613,København Kommune,Hauser Plads 26,København KommuneHauser Plads 26, Hauser Plads 26, Forhuset (1853-54),1945,* ,556831383,125757142,55.6831383,12.5757142,55.6831383,12.5757142
1614,København Kommune,Hauser Plads 28,København KommuneHauser Plads 28, Hauser Plads 28, Forhuset (1855-57),1945,*,556831000,125754130,55.6831000,12.575413,55.6831,12.575413
1615,København Kommune,Havnegade 23,København KommuneHavnegade 23, Navigationsskole (tidl), Forhuset (1864-65 af Ferdinand Meldahl),1981,*,556764319,125878519,55.6764319,12.5878519,55.6764319,12.5878519
1616,København Kommune,"Havnegade 29, hj af Tordenskjoldsgade","København KommuneHavnegade 29, hj af Tordenskjoldsgade", Levins Gård, Hjørnebygningen (1866 af J. D. Herholdt) ,1978,*,556767380,125888190,55.6767380,12.588819,55.676738,12.588819
1617,København Kommune,Havnegade 39,København KommuneHavnegade 39," Pakhuset, Havnegade 39", Pakhuset med gavl mod Havnegade (1869 af J. Kern) ,1981,*,556775206,125903136,55.6775206,12.5903136,55.6775206,12.5903136
1618,København Kommune,Havnegade 5,København KommuneHavnegade 5, Danmarks Nationalbank," Danmarks Nationalbank samt det kileformede fortovsanlæg modHavnegade (1965-1978, af Arne Jacobsen)",2009,,556762564,125863113,55.6762564,12.5863113,55.6762564,12.5863113
1619,København Kommune,"Hedebygade 24, 24 A, 26 og 26 A","København KommuneHedebygade 24, 24 A, 26 og 26 A", Hedebygade 24-24 A og 26-26 A, Forhuset og baghuset (1886),1997,*,556688649,125442507,55.6688649,12.5442507,55.6688649,12.5442507
1620,København Kommune,Hedebygade 28 og 28 A,København KommuneHedebygade 28 og 28 A, Hedebygade 28 og 28 A, Forhuset og baghuset (1884),1997,,556687201,125443705,55.6687201,12.5443705,55.6687201,12.5443705
1621,København Kommune,Hedebygade 30 og 30 A,København KommuneHedebygade 30 og 30 A, Hedebygade 30 og 30 A, Forhuset og baghuset (1884),1997,,556686480,125444304,55.6686480,12.5444304,55.668648,12.5444304
1622,København Kommune,Heibergsgade 9,København KommuneHeibergsgade 9, Den Gule Længe," Længen, som udgør resterne af den tidl reberbane (1592-94, ombygget 1858 og indrettet til professorbolig af Christian Hansen) og det dermed sammenbyggede tidlsejl- og garnmagasin (1580, afkortet og forhøjet)",1992,*,556793421,125876365,55.6793421,12.5876365,55.6793421,12.5876365
1623,København Kommune,Hermodsgade 24 og Sigurdsgade 25,København KommuneHermodsgade 24 og Sigurdsgade 25, Kaffebrænderiet Merkur, Kaffebrænderibygning (1932 af Carl Servais),1994,*,557034628,125542530,55.7034628,12.554253,55.7034628,12.554253
1624,København Kommune,Hestemøllestræde 3,København KommuneHestemøllestræde 3, Hestemøllestræde 3," Forhus og dermed sammenbygget sidehus modarrestbygningen (1796, forhøjet med en etage 1832)",1964,*,556764926,125730568,55.6764926,12.5730568,55.6764926,12.5730568
1625,København Kommune,Holmen,København KommuneHolmen, Holmen,"På Arsenaløen: Værftbrovagten med de to vagtbygninger (1863 af J.G. Zinn)*, Artillerigårdens to længer (1742-43 af Philip de Lange), Kongeporten (1744 af Philip de Lange og Jacob Fortling), de to fløje og de to forbindelsesbygninger til Artillerigårdens længer (1771-72 i alt væsentligt efter Philip de Langes tegninger) samt gårdrummet Kuglegården mellem bygningerne.På Dokøen: De to kraner med tilhørende jernbroer med nære omgivelser (1927 og ca 1935), pumpestationen for dokken (1858 af Alfred Giles), Dokken (1858 af Alfred Giles).På Frederiksholm: Søndre Mærsehus (1829 af Kolbye), Søndre Masteskure (ca 1745-1830), Nordre Hovedmagasin og Søndre Hovedmagasin (1767-72 af Philip de Lange og Johan Bernhardt Schottmann, forhøjet med een etage 1860), Bohlendachhuset (1801 af Boye Magens)*, Bådeværftet (1865 af C.T. Andersen)*, de seks kanonbådskure (1805-27), Gymnastik- og Eksercerhuset (1892 af C.T. Andersen), Kobbersmedien (1884 af C.T. Andersen), Kabysse- og vandkassemagasin (1860-62 af Ferdinand Meldahl, forlænget med fire fag mod syd, 1892 af C.T. Andersen), Nordre kedelsmedie og elværk (1887 af C.T. Andersen), Grov- og Kleinsmedien (1861af Ferdinand Meldahl), Modelsamlingsbygningen (1893 af C.T. Andersen), Beklædningsmagasinet (1888 af
C.T. Andersen).På Nyholm: Vestre Takkelagehus, østre del og vestre del (1729 af Olaus Judichær), Østre Takkelagehus (1729 af Olaus Judichær), Kontorbygningen i forlængelse af Østre Takkelagehus (1801 af Boye Magens), Spanteloftsbygningen (1742-43 af J.G. Kreysig og S. Sørensen), Planbygningen (1763-64 af Philip de Lange, tagkonstruktionen ændret 1913-14), Mastekranen (1748-51 af Philip de Lange), Hovedvagten (1744-45 af Philip de Lange), Torpedobådsskuret (1879 af C. Keyper m.fl.), Søminevæsenets Værksted (1878-94 af C.T. Andersen m.fl., fabrikskvist tilbygget 1931 af Jens Klok), Søminevæsenets Kontorbygning (1887 af C.T. Andersen m.fl.), Marinekasernebygningen (1908-10 af V. Birkmand), Pavillonbygningen (1908-10 af V. Birkmand), Arresthuset (1890 af C.T. Andersen) samt murerne, der forbinder kasernen med arrest og pavillon, Torpedobåds-kamrene og Torpedomagasinet (nord- og østlænge 1910 af Olaf Schmidth, sydlænge 1931 af Chr Olrik) samt Torpedoværkstedet med tilhørende beskyttelsesrum mod øst og depotskure af beton mod vest (1938, udv. 1954 af Jens Klok) samt Velfærdsbygningen (1938 af Jens Klok), Ubådsbygningen (1915 af Olaf Schmidth), Søværnets Officersskole med beskyttelsesrum og cykelskure (1939 af Jens Klok), Vagt- og vaskebygning (1938 af Jens Klok) på Elefanten, alle bygningers nære omgivelser herunder bolværker og kajer, beplantninger, elskabe, hydranter, fortøjningspæle mv. samt Schrødersee's monument på Batteriet Sixtus (1804 af C.F. Køppen), ankeret fra orlogsskibet Dannebrog (1692) opsat på Arresthusets nordmur og monumentet til minde om Slaget på Reden (1902 af Thorvald Bindesbøll).På Margretheholm: Hangar H med tilhørende fritstående skorsten (1921 af Kampmann, Kierulff &amp; Saxild og Christian Olrik, udvidet med to lave sidefløje 1941-42 af Jens Klok). ",1918,"Udvidet 1924, 1950, 1964, 1997, 1999, 2016, 2022*",556855130,126071725,55.6855130,12.6071725,55.685513,12.6071725
1626,København Kommune,Holmens Kanal,København KommuneHolmens Kanal, Niels Juel-statuen," Niels Juel-statuen med belægninger, omgivende gitter samt de tolygtestander af støbejern (1877-78 af billedhuggeren Johan Carl Henrik Theobald Stein, opstillet 1881)",2004,,556783835,125858462,55.6783835,12.5858462,55.6783835,12.5858462
1627,København Kommune,Holmens Kanal 10-12,København KommuneHolmens Kanal 10-12, Peschiers Gård," Forhusene (1795 af C. F. Harsdorff, forhøjet og ombygget 1850 afGF Hetsch)",1918,*,556779686,125855205,55.6779686,12.5855205,55.6779686,12.5855205
1628,København Kommune,Holmens Kanal 14,København KommuneHolmens Kanal 14, Holmens Kanal 14, Forhuset (1897-98 af H. B. Storck),1996,*,556777036,125852149,55.6777036,12.5852149,55.6777036,12.5852149
1629,København Kommune,"Holmens Kanal 2, hj af Laksegade","København KommuneHolmens Kanal 2, hj af Laksegade", Erichsens Palæ, Den vinkelformede palæbygning med hovedfacademod Kongens Nytorv og ni fag mod Holmens Kanal (1797-99 af C. F. Harsdorff),1918,*,556780883,125854902,55.6780883,12.5854902,55.6780883,12.5854902
1630,København Kommune,Holmens Kanal 7,København KommuneHolmens Kanal 7, Grøns Pakhus, Varepakhuset ud mod Holmens Kanal (1862-63 af J. D. Herholdt) ,1978,*,556782491,125864878,55.6782491,12.5864878,55.6782491,12.5864878
1631,København Kommune,Hulgårdsvej 19-73,København KommuneHulgårdsvej 19-73," Bakkehusene, Hulgårdsvej", Husrækken med tilhørende haver og hegnsmure (1921-22 af Thorkild Henningsen og Ivar Bentsen),1981,*,556959409,125118485,55.6959409,12.5118485,55.6959409,12.5118485
1632,København Kommune,Hyskenstræde 14,København KommuneHyskenstræde 14, Hyskenstræde 14, Forhuset (1798 af Mathias Casse),1977,* ,556779889,125765837,55.6779889,12.5765837,55.6779889,12.5765837
1633,København Kommune,Hyskenstræde 16,København KommuneHyskenstræde 16,Hyskenstræde 16, Forhuset (1797 af L. L. Thrane) ,1964,*,556779283,125766368,55.6779283,12.5766368,55.6779283,12.5766368
1634,København Kommune,Hyskenstræde 3-5,København KommuneHyskenstræde 3-5, Hyskenstræde 3-5," Forhuset og de to hermed sammenhængende, symmetrisksammenbyggede sidehuse (1854-55)",1964,*,556782214,125765830,55.6782214,12.576583,55.6782214,12.576583
1635,København Kommune,Hyskenstræde 7,København KommuneHyskenstræde 7, Hyskenstræde 7, Forhuset med smigfag og sidehus (1800),1964,*,556780566,125767805,55.6780566,12.5767805,55.6780566,12.5767805
1636,København Kommune,Hyskenstræde 9,København KommuneHyskenstræde 9, Hyskenstræde 9," Forhuset (1798-99, totalt ombygget på nær gadefacaden 1834)",1964,*,556779806,125768755,55.6779806,12.5768755,55.6779806,12.5768755
1637,København Kommune,"Højbro Plads 13, hj af Lille Kirkestræde","København KommuneHøjbro Plads 13, hj af Lille Kirkestræde", Højbro Plads 13, Forhus og dermed sammenbygget sidehus pået fag (1796),1950,*,556785649,125811156,55.6785649,12.5811156,55.6785649,12.5811156
1638,København Kommune,Højbro Plads 15,København KommuneHøjbro Plads 15, Højbro Plads 15, Forhus og dermed sammenbygget sidehus (1797),1950,* ,556782577,125803611,55.6782577,12.5803611,55.6782577,12.5803611
1639,København Kommune,Højbro Plads 17,København KommuneHøjbro Plads 17, Højbro Plads 17, Forhus med sidehus (1797-98),1924,*,556781882,125803935,55.6781882,12.5803935,55.6781882,12.5803935
1640,København Kommune,Højbro Plads 19,København KommuneHøjbro Plads 19, Højbro Plads 19, Forhus med sidehus (1798-99 af Andreas Hallander),1924,*,556781098,125804053,55.6781098,12.5804053,55.6781098,12.5804053
1641,København Kommune,"Højbro Plads 21, 21A, 21B, hj af Ved Stranden 20","København KommuneHøjbro Plads 21, 21A, 21B, hj af Ved Stranden 20", Plougs Gaard," Forhuset* og det tidl pakhus (1798-99 af Andreas Hallander), sidehuset* (slutningen af 1800-tallet) samt det brolagte gårdrum",1918,Udvidet 2002,556779691,125806994,55.6779691,12.5806994,55.6779691,12.5806994
1642,København Kommune,Højbro Plads 6,København KommuneHøjbro Plads 6, Højbro Plads 6, Forhuset (1804-06 af N. Kurtzhals),1918,*,556782560,125794234,55.6782560,12.5794234,55.678256,12.5794234
1643,København Kommune,Højbro Plads 9-11 og Lille Kirkestræde 6-8,København KommuneHøjbro Plads 9-11 og Lille Kirkestræde 6-8, Højbro Plads 9-11 og Lille Kirkestræde 6-8, Alle på grunden ståendebygninger samt muren mod Lille Kirkestræde (1796-99),1918,*,556783217,125803804,55.6783217,12.5803804,55.6783217,12.5803804
1644,København Kommune,"Jagtvej 200, Serridslevvej 34-40, Borgmester Jensens Allé 22, Ove Rodes Plads 1 og Kanslergade 2-8","København KommuneJagtvej 200, Serridslevvej 34-40, Borgmester Jensens Allé 22, Ove Rodes Plads 1 og Kanslergade 2-8",Kanslergården, Etagebeboelseskomplekset bestående af syv forhuse og et sidehus med de to indre gårde (1919 af Henning Hansen),2001,*,557069680,125725140,55.7069680,12.572514,55.706968,12.572514
1645,København Kommune,Jagtvej 226,København KommuneJagtvej 226, Telefonkiosken, Telefonkiosken (1896 af Fritz Koch),1994,*,557088521,125771237,55.7088521,12.5771237,55.7088521,12.5771237
1646,København Kommune,Jernbanegade 8,København KommuneJernbanegade 8, Cirkusbygningen," Cirkusbygningen med udbygning mod nord (1886 af Henrik VilhelmBrinkopff, med frise af Frederik Hammeleff, ombygget efter brand i 1914)",1988, *,556768221,125654258,55.6768221,12.5654258,55.6768221,12.5654258
1647,København Kommune,Kalkbrænderiløbskaj 2,København KommuneKalkbrænderiløbskaj 2, Paustians Hus," Paustians Hus (1987 Jørn Utzon, med tilbygning fra 2010 af Kim Utzon) bestående af møbelhus med tilbygning, restaurantbygninger samt omgivende arealer",2012,*,557129616,125914946,55.7129616,12.5914946,55.7129616,12.5914946
1648,København Kommune,Kapelvej 2 og Nørrebrogade 56,København KommuneKapelvej 2 og Nørrebrogade 56, Assistens Kirkegård," Kirkegårdsmurene mod Kapelvej (1760 og 1881), Nørrebrogade (1760 og 1806), Nørrebros Runddel (1806) og Jagtvej (1881) med de dertil hørende gitre, gitterlåger og porte samt murene mellem kirkegårdens afdelinger, dog undtaget de gravmonumenter, der erfastgjort til murene",2003,,556875751,125624826,55.6875751,12.5624826,55.6875751,12.5624826
1649,København Kommune,Karlslundevej 23,København KommuneKarlslundevej 23, Husum Skole, Hovedbygningen med de to dermed sammenbyggede sidebygninger(1930 af Edvard Thomsen og Frits Schlegel),1996,,557057539,124736345,55.7057539,12.4736345,55.7057539,12.4736345
1650,København Kommune,Kastellet 1-110,København KommuneKastellet 1-110, Citadellet Frederikshavn (Kastellet)," Fæstningsanlægget med grave og jordværker indbefattet Smedelinien samt alle til voldanlægget hørende porte med broværker, dæmning, forværker og hovedvagtbygninger ved hovedportene (volde og grave 1662-63 af Henrick Ruse, Kongeporten 1663 af Henrick Ruse med François Dieussarts buste af Frederik III samt Norgesporten 1663 af Henrick Ruse). Følgende på voldanlægget og fæstningsterrænet stående bygninger: Kastelskirken (1703-04 formentlig af Georg Philip Müller) og den dermed sammenbyggede gamle arrest (1725 af Elias David Häusser); Kommandantgården (1725 af Elias David Häusser); Stjerne-, Artilleri-, Elefant-, Fortun-, General- og Svanestok (1600-tallets slutning og senere); nordre og søndre magasin (1660'erne, stræbepillerne fra1752, bygningerne delvis nedbrudt og genopført 1824-40); krudthus i Dronningens Bastion (1712 af Domenico Pelli); Smedehuset på Falsters Contregarde (1745, ombygget 1838); vindmøllen i KongensBastion (1847); Materialgården (1842) og Hovedvagt med arrest (1873-74)",1918,,556905044,125956221,55.6905044,12.5956221,55.6905044,12.5956221
1651,København Kommune,Kastelsvej 60,København KommuneKastelsvej 60, Blindeinstituttet, Det firefløjede anlæg (1857-58 og 1879-80 af Ferdinand Meldahl) og de tozinkfigurer ved hovedindgangen (Peter Daniel),1977,,556960349,125876234,55.6960349,12.5876234,55.6960349,12.5876234
1652,København Kommune,Kattesundet 10-10 A,København KommuneKattesundet 10-10 A, Kattesundet 10-10 A, Forhuset med sidehuset (1795-1800),1987, Udvidet 1991*,556770460,125714949,55.6770460,12.5714949,55.677046,12.5714949
1653,København Kommune,Kattesundet 12,København KommuneKattesundet 12, Kattesundet 12, Forhuset (1797-99),1964,*,556769681,125716465,55.6769681,12.5716465,55.6769681,12.5716465
1654,København Kommune,Kattesundet 14,København KommuneKattesundet 14, Kattesundet 14, Forhus og dermed sammenbygget sidehus (1799-1801),1964,,556768578,125717692,55.6768578,12.5717692,55.6768578,12.5717692
1655,København Kommune,Kattesundet 16,København KommuneKattesundet 16, Kattesundet 16, Forhuset (1828),1964,*,556768327,125719050,55.6768327,12.571905,55.6768327,12.571905
1656,København Kommune,"Kattesundet 18, hj af Lavendelstræde","København KommuneKattesundet 18, hj af Lavendelstræde", Kattesundet 18, Forhuset (1802 af Christian Martens),1964,*,556767292,125720526,55.6767292,12.5720526,55.6767292,12.5720526
1657,København Kommune,Klareboderne 10,København KommuneKlareboderne 10, Klareboderne 10," Forhuset med sidehus (mellem 1730 og 1737, forhøjet 1845)",1985,,556809569,125785268,55.6809569,12.5785268,55.6809569,12.5785268
1658,København Kommune,Klareboderne 14,København KommuneKlareboderne 14, Klareboderne 14," Forhus og sidehus (1735, forhøjet 1779 og 1847)",1988,*,556810699,125787124,55.6810699,12.5787124,55.6810699,12.5787124
1659,København Kommune,Klareboderne 16,København KommuneKlareboderne 16, Klareboderne 16," Forhuset (1730, forhøjet 1754 og 1838) og det hermedsammenbyggede sidehus",1975,*,556811385,125787946,55.6811385,12.5787946,55.6811385,12.5787946
1660,København Kommune,Klareboderne 3,København KommuneKlareboderne 3, Klareboderne 3, Forhuset (1731-34 af Abraham Stoy),1918,,556809700,125781460,55.6809700,12.578146,55.68097,12.578146
1661,København Kommune,Klareboderne 8,København KommuneKlareboderne 8, Klareboderne 8," Forhuset med sidehus (1733, forhøjet med en etage 1864)",1964,,556809093,125784547,55.6809093,12.5784547,55.6809093,12.5784547
1662,København Kommune,Klerkegade 10 A-B,København KommuneKlerkegade 10 A-B, Klerkegade 10-A-B, Logebygningen (1869 af Vilhelm Tvede) med sidehus og baghus(10A) (1876) samt forhuset (10B) (1883),1989,*,556865466,125851200,55.6865466,12.58512,55.6865466,12.58512
1663,København Kommune,Klerkegade 25,København KommuneKlerkegade 25, A.F. Den Wintherfeldtske Stiftelse," Det nittenfags forhus (de 13 østlige fag: 1837, de seksvestlige: 1846-47)",1978,*,556870370,125830150,55.6870370,12.583015,55.687037,12.583015
1664,København Kommune,Klerkegade 25 G-H,København KommuneKlerkegade 25 G-H, Den Treschowske Stiftelse, Den fire etagers bygning (1847) i gården bag DenWintherfeldtske Stiftelse,1978,*,556868040,125828179,55.6868040,12.5828179,55.686804,12.5828179
1665,København Kommune,Klosterstræde 16,København KommuneKlosterstræde 16, Klosterstræde 16," Forhuset og sidehuset (ca 1731, forhøjet mellem 1778 og 1793, sidehuset senere forlænget med en grundmuret tilbygning) samt den brolagte gårdsplads",1992,*,556792500,125754786,55.6792500,12.5754786,55.67925,12.5754786
1666,København Kommune,Klosterstræde 21,København KommuneKlosterstræde 21, Klosterstræde 21, Forhuset (1817),1950,*,556792745,125750302,55.6792745,12.5750302,55.6792745,12.5750302
1667,København Kommune,"Klosterstræde 22, hj af Gråbrødrestræde","København KommuneKlosterstræde 22, hj af Gråbrødrestræde", Klosterstræde 22, Hjørnebygningen (1828 af Johan DidrichBackhausen),1964,,556795002,125750496,55.6795002,12.5750496,55.6795002,12.5750496
1668,København Kommune,Klosterstræde 23,København KommuneKlosterstræde 23, Klosterstræde 23," Forhuset (1811-12), baghuset og de to sidehuse (1808-09)",1950,*,556793760,125748500,55.6793760,12.57485,55.679376,12.57485
1669,København Kommune,"Klosterstræde 24, hj af Skindergade","København KommuneKlosterstræde 24, hj af Skindergade", Klosterstræde 24," Hjørnebygningen (1821, udvidet med tre fag iKlosterstræde 1827, forhøjet med tre etager 1833)",1964,*,556796587,125747969,55.6796587,12.5747969,55.6796587,12.5747969
1670,København Kommune,Klosterstræde 8,København KommuneKlosterstræde 8, Klosterstræde 8," Forhuset (1732, forhøjet og ombygget mellem 1782 og 1795)",1974,*,556789944,125758164,55.6789944,12.5758164,55.6789944,12.5758164
1671,København Kommune,"Knabrostræde 14, hj af Brolæggerstræde","København KommuneKnabrostræde 14, hj af Brolæggerstræde", Knabrostræde 14, Hjørnebygningen (1799-1801),1950,*,556775943,125746023,55.6775943,12.5746023,55.6775943,12.5746023
1672,København Kommune,Knabrostræde 15,København KommuneKnabrostræde 15, Knabrostræde 15," Forhuset (1797-99 af H. C. Ondrup, fuldført 1804 af AndreasHallander)",1945,*,556773701,125752695,55.6773701,12.5752695,55.6773701,12.5752695
1673,København Kommune,Knabrostræde 19 og Kompagnistræde 19,København KommuneKnabrostræde 19 og Kompagnistræde 19, Knabrostræde 19 og Kompagnistræde 19, Hjørnebygningen (1797-98af Johan Martin Quist),1945,,556771494,125756285,55.6771494,12.5756285,55.6771494,12.5756285
1674,København Kommune,Knabrostræde 22,København KommuneKnabrostræde 22, Knabrostræde 22," Forhuset (1735, ombygget 1775, 1871 og 1896)",1945,*,556768943,125756364,55.6768943,12.5756364,55.6768943,12.5756364
1675,København Kommune,"Knabrostræde 25, hj af Snaregade","København KommuneKnabrostræde 25, hj af Snaregade", Knabrostræde 25, Hjørnebygningen med sidehus (1838),1945,*,556768518,125760718,55.6768518,12.5760718,55.6768518,12.5760718
1676,København Kommune,Knabrostræde 26,København KommuneKnabrostræde 26, Soli Deo Gloria," Forhuset (1783) med side- og baghus (1728-45, senere ombygget,gården overdækket i 1850'erne)",1945,*,556767518,125757609,55.6767518,12.5757609,55.6767518,12.5757609
1677,København Kommune,Knabrostræde 3,København KommuneKnabrostræde 3, Knabrostræde 3," Forhus og dermed sammenbygget sidehus på et fag (1797,fuldstændig ombygget 1826, forhusets facade fra 1856)",1950,*,556780170,125745100,55.6780170,12.57451,55.678017,12.57451
1678,København Kommune,"Knabrostræde 30, hj af Nybrogade","København KommuneKnabrostræde 30, hj af Nybrogade", Det Ferske Fiskehandler-Kompagnis Hus, Forhuset (1733),1918,*,556765699,125761895,55.6765699,12.5761895,55.6765699,12.5761895
1679,København Kommune,Knabrostræde 5,København KommuneKnabrostræde 5, Knabrostræde 5, Forhuset (1798-1800),1986,*,556778295,125746174,55.6778295,12.5746174,55.6778295,12.5746174
1680,København Kommune,"Knabrostræde 9, hj af Brolæggerstræde","København KommuneKnabrostræde 9, hj af Brolæggerstræde", Knabrostræde 9, Hjørnebygningen (1799-1800 af ErnstBurmeister),1945, *,556775804,125748925,55.6775804,12.5748925,55.6775804,12.5748925
1681,København Kommune,"Kompagnistræde 10, hj af Badstuestræde","København KommuneKompagnistræde 10, hj af Badstuestræde", Kompagnistræde 10, Hjørnebygningen med sidehus (1795-96),1939,*,556779698,125754432,55.6779698,12.5754432,55.6779698,12.5754432
1682,København Kommune,Kompagnistræde 11,København KommuneKompagnistræde 11, Kompagnistræde 11," Forhuset med sidehus (1797-98, forh. 1847)",1945,*,556773599,125761673,55.6773599,12.5761673,55.6773599,12.5761673
1683,København Kommune,Kompagnistræde 12,København KommuneKompagnistræde 12, Kompagnistræde 12, Forhuset (1797-98 af Hans Weile),1964,,556774279,125759369,55.6774279,12.5759369,55.6774279,12.5759369
1684,København Kommune,Kompagnistræde 14,København KommuneKompagnistræde 14, Kompagnistræde 14, Forhus med trappehus (1797-98 af Michael Bälckow) samtbaghus med trappehus,1939,*,556774052,125757474,55.6774052,12.5757474,55.6774052,12.5757474
1685,København Kommune,Kompagnistræde 16,København KommuneKompagnistræde 16, Kompagnistræde 16, Forhus (1798) og baghus,1939,* ,556772383,125755798,55.6772383,12.5755798,55.6772383,12.5755798
1686,København Kommune,Kompagnistræde 17,København KommuneKompagnistræde 17,Kompagnistræde 17, Forhuset (1798 af Michael Bälckow),1945,,556771824,125757536,55.6771824,12.5757536,55.6771824,12.5757536
1687,København Kommune,"Kompagnistræde 18, hj af Knabrostræde","København KommuneKompagnistræde 18, hj af Knabrostræde", Kompagnistræde 18, Hjørnebygningen (1797 af AndreasHallander),1984,*,556772316,125755709,55.6772316,12.5755709,55.6772316,12.5755709
1688,København Kommune,"Kompagnistræde 2, hj af Hyskenstræde","København KommuneKompagnistræde 2, hj af Hyskenstræde", Kompagnistræde 2, Hjørnebygningen (1798 af L. L. Thrane) ,1964,*,556778361,125768847,55.6778361,12.5768847,55.6778361,12.5768847
1689,København Kommune,Kompagnistræde 20 og Knabrostræde 18,København KommuneKompagnistræde 20 og Knabrostræde 18, Kompagnistræde 20 og Knabrostræde 18," Kompagnistræde 20: forhus med trappehus, side- og baghus (1796); Knabrostræde 18: forhuset (1796, forhøjet med enetage 1829)",1918, Udvidet 1951*,556770624,125751381,55.6770624,12.5751381,55.6770624,12.5751381
1690,København Kommune,"Kompagnistræde 21, hj af Knabrostræde","København KommuneKompagnistræde 21, hj af Knabrostræde", Kompagnistræde 21, Forhusbebyggelsen modKompagnistræde og Knabrostræde med side- og baghus (ca 1741) ,1918, Udvidet 1951,556773684,125750798,55.6773684,12.5750798,55.6773684,12.5750798
1691,København Kommune,Kompagnistræde 23,København KommuneKompagnistræde 23, Kompagnistræde 23," Forhuset (1734, forhøjet med en etage mellem 1739 og 1762)",1918,,556768500,125751342,55.6768500,12.5751342,55.67685,12.5751342
1692,København Kommune,Kompagnistræde 24,København KommuneKompagnistræde 24, Kompagnistræde 24," Forhuset (1797-98, forhøjet 1849) og retiradebygningen igården",1979,*,556768866,125746752,55.6768866,12.5746752,55.6768866,12.5746752
1693,København Kommune,Kompagnistræde 25,København KommuneKompagnistræde 25, Kompagnistræde 25," Forhuset (1730'rne, ombygget og forhøjet 1837)",1945,*,556768089,125749995,55.6768089,12.5749995,55.6768089,12.5749995
1694,København Kommune,Kompagnistræde 29,København KommuneKompagnistræde 29, Kompagnistræde 29, Forhus med sidehus (1831),1945,,556767080,125748033,55.6767080,12.5748033,55.676708,12.5748033
1695,København Kommune,Kompagnistræde 3,København KommuneKompagnistræde 3, Kompagnistræde 3," Forhuset (1796, forhøjet 1803 og 1835) og det hermedsammenbyggede sidehus",1945, Udvidet 1979,556775994,125767258,55.6775994,12.5767258,55.6775994,12.5767258
1696,København Kommune,Kompagnistræde 31,København KommuneKompagnistræde 31, Kompagnistræde 31," Forhus (1734, forhøjet 1844) med sidehus (1734, senereombygget)",1945,*,556766846,125747099,55.6766846,12.5747099,55.6766846,12.5747099
1697,København Kommune,Kompagnistræde 32,København KommuneKompagnistræde 32, Kompagnistræde 32," Forhuset (1798-99 af Andreas Hallander, forhøjet med enetage 1846)",1964,*,556765601,125736807,55.6765601,12.5736807,55.6765601,12.5736807
1698,København Kommune,Kompagnistræde 4,København KommuneKompagnistræde 4, Kompagnistræde 4, Forhuset (1798),1978,*,556777482,125765670,55.6777482,12.576567,55.6777482,12.576567
1699,København Kommune,Kompagnistræde 5,København KommuneKompagnistræde 5, Kompagnistræde 5, Forhuset med sidehus (1798),1945,,556775672,125766117,55.6775672,12.5766117,55.6775672,12.5766117
1700,København Kommune, Kompagnistræde 7-7 A,København Kommune Kompagnistræde 7-7 A, Kompagnistræde 7-7 A, Forhus og baghus (1797-98),1945,*,556775083,125764355,55.6775083,12.5764355,55.6775083,12.5764355
1701,København Kommune,"Kompagnistræde 8, hj af Badstuestræde","København KommuneKompagnistræde 8, hj af Badstuestræde", Kompagnistræde 8, Hjørnebygningen med sidehus (1799-1800af Hans Weile),1950,*,556776538,125763081,55.6776538,12.5763081,55.6776538,12.5763081
1702,København Kommune,Kompagnistræde 9,København KommuneKompagnistræde 9, Kompagnistræde 9, Forhuset og sidehus (1796-97 af C. C. Jennerick) ,1945,Udvidet 2003*,556774220,125763121,55.6774220,12.5763121,55.677422,12.5763121
1703,København Kommune,Kongens Nytorv,København KommuneKongens Nytorv, Christian V's rytterstatue," Rytterstatuen (1685-87 af Abraham César Lamoureux,fornyet 1946) samt det indre gitter omkring rytterstatuen",1918, Udv 1998,556799924,125864512,55.6799924,12.5864512,55.6799924,12.5864512
1704,København Kommune,Kongens Nytorv 1,København KommuneKongens Nytorv 1, Charlottenborg," Det firefløjede anlæg (1672 ff formentlig af Ewert Janssen) med denhermed sammenbyggede bygning i sydøst (ca 1730, Thorvaldsens lejlighed)",1918,*,556803311,125874532,55.6803311,12.5874532,55.6803311,12.5874532
